Pond #,Pond Name,Town,Quad,Park,Ownership,Wilderness Area,County, Watershed, LTM, Primitive Area, Wild Forest Area,Latitude,Longitude,Watershed Area (ha), Volume(m3),WA/SA ratio,Max Depth (m),NYTMN,NYTME,Runoff (cm),Littoral Area (ha),%Shore Slope >5deg,Mean Depth (m),Elevation (m), Surface Area (ha),Flushing Rate(times/yr),Shoreline Length (km),Date,ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF
20058,LITTLE HOPE POND ,Franklin ,Debar Mtn. ,Y ,Mixed ,None ,Franklin,Champlain,Y,None,Debar Mtn,443057,740731,38.1,99499,13.6,6.2,49295,5694,64,1,90,3.5,521,2.8,2.5,0.6,5/22/1984,,,,,,,,,17,,,1,,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20059,BIG HOPE POND,Franklin,Debar Mtn.,Y,Public,None,Franklin,Champlain,Y,None,Debar Mtn,443043,740730,194.2,515799,21.8,11.5,49292,5694,64,2.5,90,5.8,522,8.9,2.4,1.2,5/22/1984,1,,,,,,,27,,,62,,,25,12,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060,UNNAMED POND ,Franklin ,Debar Mtn. ,Y ,Public ,None ,Franklin,Champlain,N,None,Debar Mtn,443037,740744,13,10907,21.7,3.7,49288,5692,64,0.5,3,1.8,510,0.6,7.6,0.3,5/9/1985,1,,,,,,,98,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,BUCK POND ,Franklin ,Loon Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Debar Mtn,443021,740653,387.7,1214983,7.4,4.3,49285,5707,64,29,40,2.3,507,52.6,2,3.6,5/24/1984,,,,,10,,,31,,,12,,27,85,29,6,299,,,,,,,,54,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
20062,SQUARE POND ,Franklin ,Bloomingdale ,Y ,Private ,None ,Franklin,Champlain,N,None,None,442928,740830,59.5,1713891,3.5,33.5,49266,5685,64,5,1,10,509,17.2,0.2,2.1,4/30/1986,,,,,,,,56,,,28,,,3,1,,163,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,OREGON POND ,Franklin ,Bloomingdale ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Debar Mtn,442944,740716,29.9,391157,3.4,11.3,49272,5700,64,3.6,10,4.5,515,8.7,0.5,1.5,4/30/1986,,,,,,,,,,,15,,,19,1,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,RAINBOW LAKE ,Franklin ,Bloomingdale ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Debar Mtn,442919,740805,1707,6535932,11.8,17.7,49250,5656,64,70.2,5,4.6,508,144.3,1.7,16.7,5/9/1984,,,,,5,,,4,,,6,,,119,3,7,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20066,RAINBOW LAKE INLET ,Brighton ,Bloomingdale ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Debar Mtn,442814,741037,980.3,286825,28,2.7,49256,5668,64,35,35,0.8,508,35,21.9,9.7,4/28/1986,,,,,13,,,29,,,,,,191,3,6,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,UNNAMED POND (GRANDMA'S) ,Brighton ,Bloomingdale ,Y ,Private ,None ,Franklin,Champlain,N,None,None,442743,741047,8.5,11655,10.6,1.5,49233,5652,64,0.8,30,1.5,509,0.8,4.7,0.4,5/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20068,UNNAMED POND ,Brighton ,Bloomingdale ,Y ,Public ,None ,Franklin,Champlain,N,None,Debar Mtn,442835,741040,10.1,22575,10.1,7.9,49250,5653,64,0.7,99,2.3,512,1,2.9,0.4,9/11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20069,LOON POND ,Brighton ,Bloomingdale ,Y ,Public ,None ,Franklin,Champlain,N,None,Debar Mtn,442915,741002,127.6,175833,15.2,4.6,49264,5661,64,5.9,90,2.1,513,8.4,4.6,1.3,5/9/1984,33,,,,,,,,,,,,,124,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070,CLEAR POND ,Brighton ,Bloomingdale ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Debar Mtn,442850,741016,299.2,2840976,7.7,16.8,49259,5667,64,7.7,1,7.3,510,39.1,0.7,4.5,10/14/1985,,,,,3,,,16,,,24,,5,3,1,18,94,3,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,CRANBERRY POND ,Black Brook ,Wilmington ,Y ,Private ,None ,Clinton,Champlain,N,None,None,442827,735417,120.2,188376,9.6,3,49247,5874,51,12.5,40,1.5,513,12.5,3.3,1.7,5/14/1985,,,,,,,,,,,,39,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,FRANKLIN FALLS FLOW ,Franklin ,Wilmington ,Y ,Mixed ,Mckenzie Mtn ,Franklin,Champlain,N,None,Unnamed,442610,735828,76491.1,5840244,415.3,6.1,49188,5803,51,92.2,2,3.2,446,184.2,66.8,11.6,5/20/1985,,,,,9,,,19,,,36,,,314,8,45,281,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
20079,UNNAMED POND ,Franklin ,Bloomingdale ,Y ,Private ,None ,Franklin,Champlain,N,None,None,442854,740849,45.4,982,227,0.9,49254,5678,64,0.2,99,0.5,512,0.2,295.9,0.2,5/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20080,UNNAMED POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,443015,740523,36.2,9703,36.2,1.5,49282,5723,51,1,99,1,518,1,19,0.5,4/28/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20081,MARSH POND ,Franklin ,Loon Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,443103,740234,66.3,21880,44.2,2.1,49297,5760,51,1.5,85,1.5,546,1.5,15.5,0.5,5/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20083,MOOSE POND ,St. Armand ,Saranac Lake ,Y ,Public ,Mckenzie Mtn ,Essex,Champlain,N,None,Saranac Lakes,442157,740359,1862.3,4922230,32.8,21.3,49133,5746,76,11.4,15,8.7,472,56.7,2.9,4.5,10/31/1984,39,,17,,,,,,,2,4,,,1,4,,,,4,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,GRASS POND ,St. Armand ,Bloomingdale ,Y ,Public ,Mckenzie Mtn ,Essex,Champlain,N,None,None,442236,740142,804.5,15228,309.4,0.6,49141,5775,64,2.6,5,0.6,515,2.6,335.5,0.8,10/3/1984,1,,,,,,,,42,19,19,4,,13,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
20085,MOODY POND ,North Elba ,Saranac Lake ,Y ,Private ,None ,Essex,Champlain,N,None,None,441945,740720,55.6,239559,6,5.2,49086,5703,64,5.7,80,2.6,470,9.3,1.5,1.4,5/9/1985,,,,,15,,,,,,1,,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20086,LAKE FLOWER ,Harrietstown ,Saranac Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,441930,740800,48626.2,1069890,725.8,3.7,49072,5697,64,58.3,80,1.6,466,67,290.9,6.5,10/7/1985,,,,,11,,,2,,,,,,290,66,,55,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20087,HEART POND ,North Elba ,Saranac Lake ,Y ,Private ,None ,Essex,Champlain,N,None,None,441902,740700,6.7,10342,16.8,7.6,49071,5706,64,0.3,20,2.6,466,0.4,4.1,0.3,5/13/1986,,,,,,,,,,,,,,47,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20088,MCKENZIE POND ,North Elba ,Saranac Lake ,Y ,Public ,Mckenzie Mtn ,Essex,Champlain,N,None,Saranac Lakes,441927,740430,701.5,6684667,7.2,16.2,49086,5730,76,22.1,0,6.9,506,97,0.8,5.8,5/7/1984,8,,,,,,,,4,3,116,,,32,5,,,,,,,,,,,,,,,,,,,,,,,,1,,9,,,,14,,,,,,,,,,
20091,RAY BROOK POND ,North Elba ,Saranac Lake ,Y ,Mixed ,None ,Essex,Champlain,N,None,None,441736,740535,3197.3,112306,329.6,1.2,49046,5729,76,9.7,5,1.2,478,9.7,216.4,2.5,9/12/1985,35,,,,,,,33,203,,65,,,26,,,,,,,,,3,,,,,,10,,,23,,,,,,,,,,,,,,,,,,,,,,,
20094,WOLF POND ,North Elba ,Saranac Lake ,Y ,Private ,None ,Essex,Champlain,N,None,None,441749,740420,119.9,122995,12.1,3,49053,5741,76,9.9,25,1.2,482,9.9,7.4,1.9,5/20/1985,,,,,1,,,7,,,1,,,108,14,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20095,OTTER POND ,North Elba ,Saranac Lake ,Y ,Private ,None ,Essex,Champlain,N,None,None,441744,740323,342.7,5243,380.8,1.5,49048,5748,76,0.9,20,0.6,468,0.9,496.8,0.5,5/13/1986,5,,,,,,,,,,,30,,82,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,
20096,ALFORD POND,North Elba,Saranac Lake,Y,Mixed,None,Essex,Champlain,N,None,Saranac Lakes,441536,740219,96.4,79655,7,0.6,49011,5768,76,13.8,99,0.5,596,13.8,9.2,1.4,5/7/1984,3,,,,,,,206,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20097,CAMERAS POND ,North Elba ,Ampersand Lake ,Y ,Mixed ,None ,Essex,Champlain,N,None,Saranac Lakes,441440,740350,234.7,59361,58.7,3,48994,5747,76,4,85,1.5,610,4,30,1,4/30/1984,58,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20098,BIG PINE POND,Harrietstown,Saranac Lake,Y,Public,High Peaks,Franklin,Champlain,N,None,None,441544,740852,82.1,1465479,4.4,19.8,49014,5683,76,4,5,7.9,475,18.6,0.4,1.9,4/30/1984,1,,,,,,,8,,,34,,,4,3,,,,,,,,,,,16,,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20099,OWL POND ,Harrietstown ,Saranac Lake ,Y ,Mixed ,High Peaks ,Franklin,Champlain,N,None,None,441606,740911,37.1,147082,6.5,4,49020,5676,76,2.9,0,2.6,475,5.7,1.9,1.2,5/7/1984,19,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,LITTLE PINE POND ,Harrietstown ,Saranac Lake ,Y ,Public ,High Peaks ,Franklin,Champlain,N,None,None,441535,740905,104.5,18224,43.5,2.1,49009,5678,76,2.4,30,0.7,488,2.4,43.6,0.6,4/30/1984,2,,,,,,,,,,29,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,SECOND POND ,Harrietstown ,Saranac Lake ,Y ,Public ,High Peaks ,Franklin,Champlain,N,None,Saranac Lakes,441700,741018,33362,318532,1011,3,49036,5655,64,32.8,10,1,468,33,67.5,3.7,4/30/1984,,,,,25,,,19,,,15,,,175,57,,161,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,FIRST POND ,Harrietstown ,Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441719,741102,33172,451623,1147.8,6.1,49042,5647,64,26,8,1.6,468,28.9,470.1,4,5/8/1984,,,,,,,,5,,,5,,,41,6,,275,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20105,LITTLE COLBY POND ,Harrietstown ,Saranac Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Saranac Lakes,441946,740905,1046.9,225705,72.7,4.6,49090,5675,64,13.4,45,1.6,475,14.4,29.7,2.7,10/19/1984,,,,,,,,52,,,,,,8,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106,LAKE COLBY ,Harrietstown ,Saranac Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Saranac Lakes,442002,740914,920.3,7873631,8.4,14.3,49101,5674,64,28.3,60,7.2,474,110.1,0.7,5.9,10/31/1984,,4,1,,,,,113,,,,,,249,146,,104,,5,,,,,,,,,86,,,,,,,,,,,,,,,8,,,,,,,,,,,,
20107,MCCAULEY POND ,Harrietstown ,Saranac Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Saranac Lakes,442104,741234,158.6,728901,5.1,3.6,49111,5634,64,16.7,90,2.3,476,31.2,1.4,2.7,10/9/1984,,,,,14,,,9,,,,,,43,6,,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,LILYPAD POND ,Harrietstown ,Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441923,741141,171.8,78419,43,3.7,49080,5642,64,2.8,99,2,483,4,14,0.7,4/24/1986,34,,,,,,,72,,4,20,,,158,65,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
020111A,UNNAMED POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Champlain,N,None,None,441426,741632,207.8,16568,86.6,1.2,48986,5578,64,2.4,80,0.7,485,2.4,80.3,0.8,10/23/1986,,,,,,,,,,5,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20112,BARTLETT POND,Harrietstown,Upper Saranac Lake,Y,Private,None,Franklin,Champlain,N,None,None,441500,741700,11.1,4264,22.2,1.8,48998,5572,64,0.5,99,0.9,475,0.5,16.7,0.3,5/12/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20113,UNNAMED POND ,Harrietstown ,Tupper Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,441555,741737,73.6,1991,184,0.9,48995,5564,64,0.4,10,0.5,475,0.4,236.6,0.4,5/12/1986,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020114A,UNNAMED POND ,Harrietstown ,Tupper Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,441356,741918,90.1,52239,36,3.4,48977,5540,64,2.2,99,2.1,484,2.5,11,0.8,4/24/1986,,,,,,,,117,,,,345,,151,,,,,,,,,18,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,
20115,BRANDY POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441705,742134,127.6,37424,53.2,3,49036,5511,64,2.4,99,1.5,488,2.4,21.8,0.6,5/8/1984,,,,,,,,1,,,,1,,29,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20116,FOLLENSBY CLEAR POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441838,742045,1029.1,12428120,5.3,18.3,49077,5520,64,57.4,90,6.4,480,195.5,0.5,13,5/14/1984,,,,,4,,,5,,,,,,9,17,,87,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
20118,HORSESHOE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441902,742138,161.9,1616528,4.7,7.9,49076,5511,64,8.6,70,4.7,480,34.4,0.6,4.1,5/15/1984,14,,10,,,,,,147,187,11,,,,,,,,,,,,,5,,,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
20119,LITTLE POLLIWOG POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441934,742144,51,53540,7.8,1.8,49082,5507,64,6.5,60,0.8,479,6.5,6.1,1.2,5/15/1984,20,,,,,,,,53,142,3,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
20120,POLLIWOG POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441935,742122,331.8,5833691,3.9,24.4,49090,5514,64,24.6,60,7,486,84.2,0.4,7.6,5/18/1984,,33,6,,,,,9,,,,,,35,29,,241,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20122,WEST POLLIWOG POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,442012,742203,7,32422,5.8,5.8,49093,5504,64,0.8,99,2.7,486,1.2,1.4,0.4,10/15/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20123,FISH CREEK POND ,Santa Clara ,Upper Saranac Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Saranac Lakes,441759,742128,8539.3,1189016,261.9,6.7,49056,5517,64,12.4,50,3.6,479,32.6,46,3.6,4/29/1986,,,,,6,,,8,,,1,,,22,4,,355,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
20124,FISH CREEK POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441803,742121,7322.3,2026059,133.6,6.1,49054,5509,64,15.1,95,3.7,480,54.8,23.1,3.9,5/15/1984,,,,,4,,,3,,,,,,2,11,,126,1,2,,,,,,,,,,,,1,,,,,,,,,,,,17,,,,,,,,,,,,
20125,SQUARE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441810,742154,427.3,4456569,7.4,16.8,49055,5500,64,10.3,95,7.7,480,58,0.6,3.3,5/14/1984,,,,,4,,,,,,1,,,1,10,,87,,,,,,,,,1,,,,,4,,,,,,,,,,,,9,,,,,,,,,,,,
20127,BOSQUET POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441759,742322,13,29453,10.8,4.6,49052,5487,64,0.7,90,2.4,488,1.2,2.8,0.4,10/15/1984,,,,,,,,17,,,,,,93,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020127A,LITTLE EGG POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441803,742353,4.3,14588,10.7,10.1,49054,5481,64,0.2,25,3.6,487,0.4,1.9,0.3,4/28/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20128,DUMP POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441758,742325,222.6,117079,18.4,3.7,49050,5484,64,11.8,99,1,485,12.1,12.2,2.6,10/11/1984,,,,,,,,22,,,,,,199,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20129,UNNAMED POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441735,742332,222.6,37523,34.2,1.5,49046,5485,64,6.5,99,0.6,485,6.5,38,4.8,10/11/1984,,,,,,,,4,,,,,,153,,,28,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130,BLACK POND,Santa Clara,Upper Saranac Lake,Y,Public,None,Franklin,Champlain,N,None,Saranac Lakes,441819,742301,36,555738,4,13.4,49059,5493,64,2.6,10,6.2,481,8.9,0.4,1.5,10/22/1984,3,1,9,,,,,104,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,AMPHITHEATER POND,Santa Clara,Upper Saranac Lake,Y,Public,None,Franklin,Champlain,N,None,None,441826,742207,3.8,35594,3.2,6.4,49061,5504,64,0.6,99,3,480,1.2,0.7,0.5,5/13/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20132,S-W AMPHITHEATER POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,441826,742208,1.6,11971,4,7.3,49060,5503,64,0.2,90,3,480,0.4,0.9,0.2,5/16/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20133,UNNAMED POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,441831,742215,6.9,5924,8.6,1.2,49062,5503,64,0.8,99,0.7,484,0.8,7.5,0.5,5/14/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20138,EAST COPPERAS POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,Y,None,Saranac Lakes,441843,742220,15,148251,4.2,6.4,49066,5501,64,0.7,95,4.1,479,3.6,0.6,0.7,5/17/1984,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,COPPERAS POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441856,742230,68.4,250642,7.4,5.8,49067,5497,64,4.8,75,2.7,480,9.3,1.7,1.4,5/17/1984,,,,,4,,,11,,,,,,1,,,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140,LITTLE SQUARE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441901,742220,6452,1506074,136.1,8.8,49074,5492,64,24.3,90,3.2,480,47.4,27.4,4.8,5/17/1984,,,,,6,,,1,,,1,,,22,9,,65,1,2,,,,,,,,,,,,5,,,,,,,,,,1,,4,,,,,,,,,,,,
20141,NORTH WHEY POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441850,742303,9.4,42017,7.8,7.6,49067,5491,64,0.5,99,3.5,488,1.2,1.4,0.4,10/15/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
020141A,LITTLE NORTH WHEY ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,441858,742300,9.2,17925,11.5,4.6,49070,5492,64,0.6,99,2.2,488,0.8,3.3,0.3,10/15/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20143,MIDDLE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,Y,None,Saranac Lakes,442013,742219,181.9,369091,7.5,3.3,49095,5495,64,20.9,99,1.5,484,24.3,31.5,3,5/16/1984,,,,,9,,,32,,,,,,49,7,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20144,UNNAMED POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,442015,742341,52.6,80354,16.4,4.6,49095,5482,64,2.3,99,2.5,485,3.2,4.2,1.1,10/12/1984,,,,,,,,22,,,,,,30,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20145,MARSH POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,442036,742351,12,42669,8,6.7,49100,5481,64,0.8,99,2.8,494,1.5,1.8,0.5,5/20/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20146,TRACK POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,442040,742310,20.8,72186,10.9,7.3,49102,5483,64,0.8,95,3.8,494,1.9,2.1,0.5,5/20/1985,7,,,,,,,,,,,,,53,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,EAST PINE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Mixed ,None ,Franklin,Champlain,N,None,Saranac Lakes,442023,742444,115.1,1233197,4.4,10.1,49095,5463,64,9.4,50,4.8,484,25.9,0.6,3.2,5/10/1984,10,,,,,,,137,,,,,,4,15,,68,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,FEDERATION POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,Saranac Lakes,442010,742440,20.3,88870,10.2,8.2,49092,5470,64,0.6,40,4.4,482,2,1.5,0.7,5/10/1984,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,LONG POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,442050,742403,2200.9,5230388,16.1,15.2,49113,5479,64,61.5,90,3.8,488,137,2.7,13.5,10/24/1984,1,,,,,,,,,,32,,,11,12,,92,,4,,,,,,,2,,14,,,21,,,,,,,,,,,,,,,,,,,,,,,,
20150,PINK POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,442111,742449,220.8,106783,41.7,4.3,49110,5465,64,3.5,10,2,492,5.3,13.2,1,5/15/1984,,,,,,,,65,,3,26,,,26,10,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151,NORTH PINK POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,442120,742459,41.2,32888,17.2,3,49113,5466,64,2.4,80,1.3,489,2.4,8,0.6,5/14/1984,,,,,,,,6,,1,,,,2,1,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20152,UNNAMED POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,Champlain,N,None,None,442045,742549,2.8,8131,5.6,3.4,49105,5455,64,0.4,5,1.6,497,0.5,2.2,0.3,4/30/1986,,,,,,,,,,3,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20154,TURNOFF POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,442040,742510,10.5,16009,8.8,4.3,49102,5462,64,1.2,99,1.3,500,1.2,4.2,0.6,10/15/1984,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155,LEDGE POND ,Santa Clara ,Upper Saranac Lake ,Y ,Public ,None ,Franklin,Champlain,N,None,None,442130,742523,63.6,1011088,3.9,14.9,49122,5460,64,4.1,5,6.2,509,16.2,0.4,2.6,5/16/1984,2,,,,,,,,,7,35,1,,,3,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,
